,SpatialDimValueCode,Period,HomicideRate,childHomeVisits,elderCare,partnerVioPrevention,youthPrograms
6692,NZL,2007,1.37,2.0,2.0,1.0,2.0
6693,CHN,2007,1.44,1.0,2.0,1.0,2.0
6697,KOR,2007,1.54,,,,
6702,CYP,2007,1.55,0.0,1.0,1.0,1.0
6703,SVK,2007,1.64,2.0,1.0,1.0,2.0
6704,HRV,2007,1.57,2.0,1.0,2.0,2.0
6710,POL,2007,1.56,2.0,0.0,0.0,2.0
6714,SAU,2007,1.69,2.0,2.0,0.0,1.0
6715,VNM,2007,1.7,2.0,2.0,2.0,1.0
6719,MAR,2007,1.78,2.0,2.0,1.0,2.0
6723,BEL,2007,1.76,2.0,1.0,1.0,2.0
6724,CAN,2007,1.81,2.0,2.0,2.0,2.0
6726,HUN,2007,1.77,,,,
6728,GBR,2007,1.77,2.0,2.0,1.0,2.0
6734,IRL,2007,1.85,,,,
6735,KWT,2007,1.95,0.0,2.0,0.0,2.0
6738,GAB,2007,9.96,0.0,0.0,0.0,0.0
6740,BFA,2007,10.1,0.0,0.0,0.0,0.0
6742,THA,2007,10.19,2.0,2.0,2.0,2.0
6743,GIN,2007,10.41,2.0,0.0,2.0,0.0
6744,TGO,2007,10.6,,,,
6745,TCD,2007,10.6,,,,
6747,UGA,2007,10.61,1.0,1.0,0.0,1.0
6756,SYC,2007,11.11,1.0,2.0,1.0,2.0
6759,COG,2007,11.33,,,,
6760,GNB,2007,11.28,,,,
6761,NER,2007,11.36,0.0,2.0,0.0,1.0
6762,AGO,2007,11.55,,,,
6763,NGA,2007,11.62,0.0,0.0,1.0,1.0
6764,SUR,2007,11.56,,,,
6767,BRB,2007,11.91,,,,
6768,ERI,2007,12.21,,,,
6769,LBR,2007,12.4,1.0,1.0,1.0,1.0
6770,MNG,2007,12.75,1.0,0.0,0.0,2.0
6771,KAZ,2007,12.8,2.0,-1.0,2.0,2.0
6772,MRT,2007,12.81,1.0,0.0,0.0,0.0
6776,MLI,2007,13.13,,,,
6780,CIV,2007,13.4,,,,
6785,COD,2007,13.96,,,,
6792,ZWE,2007,14.61,1.0,1.0,0.0,0.0
6793,NIC,2007,14.81,2.0,0.0,2.0,2.0
6798,SSD,2007,15.33,,,,
6801,PRY,2007,15.69,,,,
6810,BWA,2007,17.09,0.0,1.0,2.0,2.0
6811,PAN,2007,17.18,0.0,2.0,1.0,1.0
6815,RUS,2007,17.72,0.0,2.0,1.0,1.0
6822,PHL,2007,18.84,1.0,1.0,0.0,2.0
6831,BIH,2007,2.11,,,,
6836,ROU,2007,2.18,2.0,2.0,2.0,2.0
6838,TJK,2007,2.3,1.0,2.0,0.0,1.0
6839,FIN,2007,2.32,2.0,2.0,1.0,2.0
6842,MDV,2007,2.38,1.0,0.0,0.0,2.0
6844,BTN,2007,2.42,0.0,0.0,1.0,1.0
6848,BGR,2007,2.37,2.0,2.0,0.0,1.0
6850,ISR,2007,2.4,1.0,2.0,2.0,2.0
6852,AZE,2007,2.53,0.0,0.0,0.0,1.0
6855,FJI,2007,2.55,1.0,1.0,0.0,1.0
6862,MKD,2007,2.79,2.0,0.0,1.0,1.0
6869,TUN,2007,2.91,1.0,2.0,0.0,0.0
6870,SYR,2007,2.86,,,,
6872,SRB,2007,2.91,2.0,1.0,0.0,2.0
6876,NAM,2007,20.32,,,,
6877,IRQ,2007,20.46,1.0,2.0,0.0,2.0
6878,ECU,2007,20.6,0.0,0.0,0.0,2.0
6879,HTI,2007,20.97,,,,
6880,GUY,2007,21.39,1.0,0.0,0.0,1.0
6881,LCA,2007,21.56,,,,
6883,BHS,2007,21.67,,,,
6886,VCT,2007,22.43,,,,
6887,SWZ,2007,22.55,1.0,0.0,0.0,2.0
6888,CAF,2007,23.09,,,,
6893,DOM,2007,27.2,1.0,2.0,0.0,2.0
6899,VUT,2007,2.99,0.0,0.0,0.0,0.0
6906,MYS,2007,3.08,2.0,2.0,0.0,1.0
6912,BGD,2007,3.18,1.0,1.0,0.0,1.0
6913,UZB,2007,3.17,2.0,0.0,0.0,1.0
6914,KHM,2007,3.27,0.0,0.0,0.0,0.0
6916,LBY,2007,3.4,,,,
6917,EGY,2007,3.44,1.0,1.0,0.0,1.0
6918,JOR,2007,3.44,0.0,2.0,0.0,2.0
6919,MNE,2007,3.44,1.0,2.0,1.0,2.0
6925,ATG,2007,3.46,,,,
6932,NPL,2007,3.55,1.0,0.0,0.0,1.0
6934,GNQ,2007,3.68,,,,
6942,TON,2007,3.85,,,,
6944,MUS,2007,3.91,,,,
6946,BRA,2007,30.3,2.0,2.0,2.0,2.0
6949,BLZ,2007,31.95,2.0,1.0,2.0,2.0
6960,TTO,2007,38.92,2.0,2.0,1.0,2.0
6965,LBN,2007,4.05,,,,
6970,ALB,2007,4.24,1.0,2.0,1.0,1.0
6971,ARM,2007,4.25,1.0,2.0,0.0,1.0
6972,IRN,2007,4.17,1.0,1.0,1.0,2.0
6978,IND,2007,4.43,1.0,2.0,1.0,2.0
6983,WSM,2007,4.59,0.0,0.0,1.0,0.0
6986,MMR,2007,4.57,1.0,1.0,1.0,1.0
6990,FSM,2007,4.66,,,,
6995,GRD,2007,4.74,,,,
6996,KEN,2007,4.72,1.0,1.0,0.0,1.0
6997,CHL,2007,4.65,,,,
6999,MOZ,2007,4.84,1.0,0.0,2.0,1.0
7001,PRK,2007,4.87,,,,
7003,YEM,2007,4.85,0.0,0.0,0.0,1.0
7006,ZAF,2007,43.81,1.0,1.0,1.0,2.0
7007,GTM,2007,44.51,0.0,0.0,0.0,2.0
7008,LSO,2007,46.1,,,,
7013,TKM,2007,4.98,,,,
7015,TLS,2007,5.24,,,,
7017,SLB,2007,5.23,1.0,0.0,0.0,1.0
7018,RWA,2007,5.23,2.0,2.0,2.0,2.0
7020,ARG,2007,5.2,,,,
7021,CUB,2007,5.24,2.0,2.0,2.0,2.0
7025,MWI,2007,5.32,1.0,1.0,2.0,2.0
7027,BDI,2007,5.3,0.0,0.0,0.0,0.0
7028,IDN,2007,5.32,1.0,1.0,1.0,1.0
7032,TUR,2007,5.48,1.0,2.0,0.0,2.0
7036,URY,2007,5.82,,,,
7039,KIR,2007,5.87,1.0,1.0,0.0,1.0
7042,COL,2007,55.32,0.0,1.0,2.0,2.0
7043,VEN,2007,55.73,,,,
7045,HND,2007,55.94,1.0,0.0,1.0,0.0
7050,SOM,2007,6.17,,,,
7058,USA,2007,6.32,2.0,2.0,1.0,2.0
7059,GHA,2007,6.46,1.0,1.0,1.0,2.0
7064,UKR,2007,6.81,,,,
7065,BEN,2007,6.87,1.0,0.0,2.0,2.0
7066,JAM,2007,61.01,2.0,1.0,1.0,2.0
7067,SLV,2007,68.28,1.0,0.0,1.0,1.0
7071,SDN,2007,7.13,1.0,0.0,0.0,2.0
7072,ZMB,2007,7.18,1.0,1.0,1.0,0.0
7074,PER,2007,7.32,2.0,1.0,1.0,2.0
7076,PAK,2007,7.48,,,,
7077,STP,2007,7.57,0.0,0.0,0.0,0.0
7083,LAO,2007,7.81,0.0,0.0,0.0,1.0
7084,BLR,2007,7.76,2.0,2.0,2.0,2.0
7085,DJI,2007,7.91,,,,
7087,EST,2007,7.93,1.0,1.0,1.0,1.0
7100,MEX,2007,8.11,2.0,1.0,2.0,2.0
7101,CPV,2007,8.23,,,,
7104,CRI,2007,8.32,0.0,2.0,2.0,2.0
7105,GEO,2007,8.36,1.0,0.0,0.0,2.0
7106,KGZ,2007,8.38,1.0,1.0,1.0,2.0
7108,MDG,2007,8.81,1.0,0.0,1.0,1.0
7109,LTU,2007,8.81,1.0,2.0,0.0,2.0
7113,BOL,2007,8.9,1.0,0.0,0.0,1.0
7116,MDA,2007,8.95,2.0,0.0,0.0,2.0
7118,SEN,2007,9.11,0.0,0.0,1.0,1.0
7119,SLE,2007,9.06,,,,
7120,AFG,2007,9.14,0.0,-1.0,0.0,1.0
7121,LKA,2007,9.09,,,,
7122,COM,2007,9.19,,,,
7123,ETH,2007,9.17,,,,
7124,LVA,2007,9.17,1.0,0.0,0.0,1.0
7125,GMB,2007,9.27,,,,
7127,TZA,2007,9.44,1.0,0.0,1.0,1.0
7128,CMR,2007,9.4,1.0,0.0,0.0,1.0
7132,PNG,2007,9.72,0.0,0.0,0.0,1.0
7146,JPN,2006,0.49,2.0,2.0,-1.0,0.0
7152,ISL,2006,0.63,2.0,1.0,1.0,1.0
7155,OMN,2006,0.71,2.0,2.0,-1.0,2.0
7157,DNK,2006,0.75,,,,
7159,MLT,2006,0.72,,,,
7171,GRC,2006,0.84,,,,
7172,NLD,2006,0.8,2.0,2.0,0.0,2.0
7173,SGP,2006,0.84,1.0,1.0,2.0,2.0
7174,CHE,2006,0.84,1.0,1.0,1.0,2.0
7177,QAT,2006,0.89,2.0,2.0,0.0,2.0
7179,BHR,2006,0.88,2.0,2.0,-1.0,2.0
7182,AUT,2006,0.87,2.0,1.0,2.0,2.0
7183,SVN,2006,0.89,0.0,2.0,1.0,2.0
7188,SWE,2006,0.96,2.0,2.0,2.0,2.0
7189,DEU,2006,1.0,2.0,2.0,2.0,2.0
7193,NOR,2006,1.0,0.0,1.0,0.0,1.0
7198,FRA,2006,1.11,,,,
7200,ESP,2006,1.08,1.0,2.0,2.0,2.0
7202,ITA,2006,1.06,1.0,1.0,2.0,2.0
7206,BRN,2006,1.24,0.0,0.0,0.0,1.0
7208,CZE,2006,1.2,2.0,2.0,2.0,2.0
7217,ARE,2006,1.3,1.0,-1.0,-1.0,-1.0
7223,AUS,2006,1.3,2.0,2.0,2.0,0.0
7230,DZA,2006,1.4,1.0,2.0,1.0,2.0
7232,LUX,2006,1.36,,,,
7241,IRL,2006,1.48,,,,
7247,SVK,2006,1.65,2.0,1.0,1.0,2.0
7249,NZL,2006,1.6,2.0,2.0,1.0,2.0
7250,CHN,2006,1.59,1.0,2.0,1.0,2.0
7252,VNM,2006,1.66,2.0,2.0,2.0,1.0
7255,SAU,2006,1.71,2.0,2.0,0.0,1.0
7259,KOR,2006,1.75,,,,
7262,POL,2006,1.69,2.0,0.0,0.0,2.0
7264,MAR,2006,1.81,2.0,2.0,1.0,2.0
7265,BEL,2006,1.76,2.0,1.0,1.0,2.0
7266,PRT,2006,1.75,2.0,2.0,1.0,2.0
7269,GBR,2006,1.78,2.0,2.0,1.0,2.0
7273,HRV,2006,1.86,2.0,1.0,2.0,2.0
7274,CAN,2006,1.86,2.0,2.0,2.0,2.0
7275,HUN,2006,1.95,,,,
7276,GAB,2006,10.01,0.0,0.0,0.0,0.0
7279,BFA,2006,10.14,0.0,0.0,0.0,0.0
7280,PNG,2006,10.11,0.0,0.0,0.0,1.0
7281,MEX,2006,10.2,2.0,1.0,2.0,2.0
7285,UGA,2006,10.54,1.0,1.0,0.0,1.0
7286,GIN,2006,10.62,2.0,0.0,2.0,0.0
7288,LVA,2006,10.71,1.0,0.0,0.0,1.0
7289,TGO,2006,10.83,,,,
7290,TCD,2006,10.89,,,,
7295,SYC,2006,11.4,1.0,2.0,1.0,2.0
7297,NER,2006,11.46,0.0,2.0,0.0,1.0
7298,COG,2006,11.5,,,,
7300,GNB,2006,11.77,,,,
7301,AGO,2006,11.85,,,,
7303,NGA,2006,11.92,0.0,0.0,1.0,1.0
7307,BRB,2006,12.33,,,,
7309,ERI,2006,12.48,,,,
7311,SUR,2006,12.74,,,,
7313,MRT,2006,13.14,1.0,0.0,0.0,0.0
7314,MLI,2006,13.22,,,,
7318,CIV,2006,13.59,,,,
7319,PAN,2006,13.81,0.0,2.0,1.0,1.0
7321,KAZ,2006,13.85,2.0,-1.0,2.0,2.0
7324,COD,2006,14.08,,,,
7327,MNG,2006,14.36,1.0,0.0,0.0,2.0
7332,NIC,2006,14.8,2.0,0.0,2.0,2.0
7333,ZWE,2006,14.79,1.0,1.0,0.0,0.0
7338,SSD,2006,15.83,,,,
7344,PRY,2006,16.81,,,,
7348,BWA,2006,17.06,0.0,1.0,2.0,2.0
7360,BHS,2006,19.27,,,,
7361,PHL,2006,19.38,1.0,1.0,0.0,2.0
7367,CYP,2006,1.95,0.0,1.0,1.0,1.0
7372,BTN,2006,2.15,0.0,0.0,1.0,1.0
7376,KWT,2006,2.14,0.0,2.0,0.0,2.0
7378,BIH,2006,2.17,,,,
7380,SRB,2006,2.18,2.0,1.0,0.0,2.0
7382,FIN,2006,2.24,2.0,2.0,1.0,2.0
7388,MDV,2006,2.44,1.0,0.0,0.0,2.0
7391,ROU,2006,2.41,2.0,2.0,2.0,2.0
7394,BGR,2006,2.52,2.0,2.0,0.0,1.0
7400,AZE,2006,2.57,0.0,0.0,0.0,1.0
7402,FJI,2006,2.64,1.0,1.0,0.0,1.0
7406,TJK,2006,2.67,1.0,2.0,0.0,1.0
7410,TUN,2006,2.83,1.0,2.0,0.0,0.0
7413,SYR,2006,2.76,,,,
7420,RUS,2006,20.12,0.0,2.0,1.0,1.0
7424,NAM,2006,20.79,,,,
7425,HTI,2006,20.83,,,,
7426,VCT,2006,20.86,,,,
7427,SWZ,2006,21.53,1.0,0.0,0.0,2.0
7428,ECU,2006,21.54,0.0,0.0,0.0,2.0
7430,IRQ,2006,21.71,1.0,2.0,0.0,2.0
7432,LCA,2006,23.07,,,,
7433,GUY,2006,23.2,1.0,0.0,0.0,1.0
7435,CAF,2006,23.37,,,,
7441,DOM,2006,27.18,1.0,2.0,0.0,2.0
7443,VUT,2006,3.0,0.0,0.0,0.0,0.0
7447,MKD,2006,3.04,2.0,0.0,1.0,1.0
7451,MYS,2006,3.08,2.0,2.0,0.0,1.0
7455,BGD,2006,3.21,1.0,1.0,0.0,1.0
7459,UZB,2006,3.31,2.0,0.0,0.0,1.0
7462,EGY,2006,3.36,1.0,1.0,0.0,1.0
7463,NPL,2006,3.37,1.0,0.0,0.0,1.0
7465,JOR,2006,3.43,0.0,2.0,0.0,2.0
7467,LBY,2006,3.53,,,,
7469,KHM,2006,3.51,0.0,0.0,0.0,0.0
7472,ISR,2006,3.54,1.0,2.0,2.0,2.0
7477,GNQ,2006,3.72,,,,
7484,MNE,2006,3.81,1.0,2.0,1.0,2.0
7490,BLZ,2006,30.83,2.0,1.0,2.0,2.0
7491,BRA,2006,31.09,2.0,2.0,2.0,2.0
7501,TTO,2006,36.73,2.0,2.0,1.0,2.0
7509,LBN,2006,4.02,,,,
7510,TON,2006,3.98,,,,
7513,ATG,2006,4.12,,,,
7516,IRN,2006,4.18,1.0,1.0,1.0,2.0
7517,ARM,2006,4.29,1.0,2.0,0.0,1.0
7523,ALB,2006,4.47,1.0,2.0,1.0,1.0
7524,IND,2006,4.48,1.0,2.0,1.0,2.0
7529,MMR,2006,4.61,1.0,1.0,1.0,1.0
7530,GRD,2006,4.56,,,,
7531,FSM,2006,4.66,,,,
7532,PRK,2006,4.67,,,,
7537,KEN,2006,4.69,1.0,1.0,0.0,1.0
7539,WSM,2006,4.81,0.0,0.0,1.0,0.0
7545,YEM,2006,4.91,0.0,0.0,0.0,1.0
7549,JAM,2006,44.8,2.0,1.0,1.0,2.0
7550,ZAF,2006,45.03,1.0,1.0,1.0,2.0
7552,LSO,2006,46.05,,,,
7554,GTM,2006,46.41,0.0,0.0,0.0,2.0
7558,MOZ,2006,5.12,1.0,0.0,2.0,1.0
7560,TKM,2006,5.11,,,,
7562,TLS,2006,5.2,,,,
7565,BDI,2006,5.34,0.0,0.0,0.0,0.0
7567,SLB,2006,5.31,1.0,0.0,0.0,1.0
7569,CUB,2006,5.29,2.0,2.0,2.0,2.0
7571,MWI,2006,5.41,1.0,1.0,2.0,2.0
7572,TUR,2006,5.43,1.0,2.0,0.0,2.0
7573,IDN,2006,5.44,1.0,1.0,1.0,1.0
7577,MUS,2006,5.53,,,,
7578,RWA,2006,5.59,2.0,2.0,2.0,2.0
7583,ARG,2006,5.68,,,,
7584,CHL,2006,5.65,,,,
7588,HND,2006,51.94,1.0,0.0,1.0,0.0
7589,VEN,2006,52.57,,,,
7591,COL,2006,59.15,0.0,1.0,2.0,2.0
7595,KIR,2006,6.0,1.0,1.0,0.0,1.0
7597,URY,2006,6.07,,,,
7602,SOM,2006,6.28,,,,
7607,GHA,2006,6.51,1.0,1.0,1.0,2.0
7608,USA,2006,6.46,2.0,2.0,1.0,2.0
7612,STP,2006,6.9,0.0,0.0,0.0,0.0
7617,BEN,2006,7.01,1.0,0.0,2.0,2.0
7619,PAK,2006,7.26,,,,
7620,ZMB,2006,7.25,1.0,1.0,1.0,0.0
7622,SDN,2006,7.31,1.0,0.0,0.0,2.0
7623,PER,2006,7.44,2.0,1.0,1.0,2.0
7625,UKR,2006,7.35,,,,
7627,BOL,2006,7.5,1.0,0.0,0.0,1.0
7634,LAO,2006,7.93,0.0,0.0,0.0,1.0
7635,SLV,2006,70.6,1.0,0.0,1.0,1.0
7640,DJI,2006,8.03,,,,
7643,CRI,2006,8.12,0.0,2.0,2.0,2.0
7644,LBR,2006,8.16,1.0,1.0,1.0,1.0
7648,CPV,2006,8.37,,,,
7650,KGZ,2006,8.44,1.0,1.0,1.0,2.0
7652,EST,2006,8.48,1.0,1.0,1.0,1.0
7653,BLR,2006,8.64,2.0,2.0,2.0,2.0
7655,GEO,2006,8.78,1.0,0.0,0.0,2.0
7659,MDG,2006,8.97,1.0,0.0,1.0,1.0
7660,SLE,2006,9.03,,,,
7665,TZA,2006,9.15,1.0,0.0,1.0,1.0
7667,LTU,2006,9.21,1.0,2.0,0.0,2.0
7669,GMB,2006,9.27,,,,
7670,SEN,2006,9.27,0.0,0.0,1.0,1.0
7671,MDA,2006,9.31,2.0,0.0,0.0,2.0
7672,COM,2006,9.44,,,,
7673,ETH,2006,9.41,,,,
7675,AFG,2006,9.46,0.0,-1.0,0.0,1.0
7676,CMR,2006,9.63,1.0,0.0,0.0,1.0
7677,LKA,2006,9.61,,,,
7683,THA,2006,9.9,2.0,2.0,2.0,2.0
7693,JPN,2005,0.5,2.0,2.0,-1.0,0.0
7702,NOR,2005,0.64,0.0,1.0,0.0,1.0
7704,OMN,2005,0.73,2.0,2.0,-1.0,2.0
7711,ISL,2005,0.77,2.0,1.0,1.0,1.0
7716,AUT,2005,0.85,2.0,1.0,2.0,2.0
7723,QAT,2005,0.89,2.0,2.0,0.0,2.0
7724,BHR,2005,0.92,2.0,2.0,-1.0,2.0
7728,MLT,2005,0.86,,,,
7729,SGP,2005,0.94,1.0,1.0,2.0,2.0
7730,CHE,2005,0.94,1.0,1.0,1.0,2.0
7733,BRN,2005,0.97,0.0,0.0,0.0,1.0
7736,SVN,2005,1.03,0.0,2.0,1.0,2.0
7737,DEU,2005,1.04,2.0,2.0,2.0,2.0
7738,ITA,2005,1.05,1.0,1.0,2.0,2.0
7743,SWE,2005,1.05,2.0,2.0,2.0,2.0
7745,GRC,2005,1.07,,,,
7746,NLD,2005,1.1,2.0,2.0,0.0,2.0
7756,DNK,2005,1.16,,,,
7757,FRA,2005,1.15,,,,
7758,ESP,2005,1.19,1.0,2.0,2.0,2.0
7759,CZE,2005,1.21,2.0,2.0,2.0,2.0
7764,IRL,2005,1.27,,,,
7766,AUS,2005,1.26,2.0,2.0,2.0,0.0
7774,ARE,2005,1.4,1.0,-1.0,-1.0,-1.0
7776,HRV,2005,1.35,2.0,1.0,2.0,2.0
7778,LUX,2005,1.43,,,,
7783,DZA,2005,1.47,1.0,2.0,1.0,2.0
7797,PRT,2005,1.56,2.0,2.0,1.0,2.0
7801,CHN,2005,1.64,1.0,2.0,1.0,2.0
7802,POL,2005,1.64,2.0,0.0,0.0,2.0
7805,VNM,2005,1.65,2.0,2.0,2.0,1.0
7810,MAR,2005,1.81,2.0,2.0,1.0,2.0
7814,SAU,2005,1.78,2.0,2.0,0.0,1.0
7817,NZL,2005,1.8,2.0,2.0,1.0,2.0
7819,CYP,2005,1.91,0.0,1.0,1.0,1.0
7821,KOR,2005,1.89,,,,
7823,BEL,2005,1.88,2.0,1.0,1.0,2.0
7826,GBR,2005,1.91,2.0,2.0,1.0,2.0
7828,EST,2005,10.1,1.0,1.0,1.0,1.0
7830,BFA,2005,10.18,0.0,0.0,0.0,0.0
7832,PNG,2005,10.25,0.0,0.0,0.0,1.0
7833,UGA,2005,10.18,1.0,1.0,0.0,1.0
7835,MDA,2005,10.32,2.0,0.0,0.0,2.0
7838,GIN,2005,10.83,2.0,0.0,2.0,0.0
7842,TCD,2005,11.07,,,,
7843,TGO,2005,11.05,,,,
7845,LVA,2005,11.23,1.0,0.0,0.0,1.0
7851,NER,2005,11.71,0.0,2.0,0.0,1.0
7852,COG,2005,11.7,,,,
7853,SYC,2005,11.82,1.0,2.0,1.0,2.0
7854,BRB,2005,11.8,,,,
7858,GNB,2005,12.06,,,,
7859,AGO,2005,12.07,,,,
7860,NGA,2005,12.22,0.0,0.0,1.0,1.0
7865,ERI,2005,12.77,,,,
7867,SUR,2005,13.32,,,,
7868,MLI,2005,13.41,,,,
7869,MRT,2005,13.47,1.0,0.0,0.0,0.0
7872,CIV,2005,13.83,,,,
7873,PAN,2005,13.87,0.0,2.0,1.0,1.0
7876,COD,2005,14.19,,,,
7882,NIC,2005,14.67,2.0,0.0,2.0,2.0
7884,ZWE,2005,14.92,1.0,1.0,0.0,0.0
7885,KAZ,2005,14.94,2.0,-1.0,2.0,2.0
7890,MNG,2005,15.7,1.0,0.0,0.0,2.0
7896,SSD,2005,16.35,,,,
7902,BHS,2005,17.44,,,,
7907,BWA,2005,17.72,0.0,1.0,2.0,2.0
7915,PRY,2005,19.09,,,,
7917,PHL,2005,19.79,1.0,1.0,0.0,2.0
7922,SVK,2005,1.97,2.0,1.0,1.0,2.0
7923,HUN,2005,1.96,,,,
7927,CAN,2005,2.06,2.0,2.0,2.0,2.0
7929,BTN,2005,2.17,0.0,0.0,1.0,1.0
7930,BIH,2005,2.2,,,,
7933,FIN,2005,2.24,2.0,2.0,1.0,2.0
7936,KWT,2005,2.29,0.0,2.0,0.0,2.0
7941,SRB,2005,2.41,2.0,1.0,0.0,2.0
7942,MDV,2005,2.48,1.0,0.0,0.0,2.0
7948,AZE,2005,2.62,0.0,0.0,0.0,1.0
7950,ROU,2005,2.64,2.0,2.0,2.0,2.0
7952,FJI,2005,2.72,1.0,1.0,0.0,1.0
7953,MKD,2005,2.69,2.0,0.0,1.0,1.0
7954,SYR,2005,2.72,,,,
7955,TJK,2005,2.7,1.0,2.0,0.0,1.0
7956,BGR,2005,2.71,2.0,2.0,0.0,1.0
7961,TUN,2005,2.77,1.0,2.0,0.0,0.0
7973,HTI,2005,20.62,,,,
7974,VCT,2005,20.79,,,,
7975,NAM,2005,21.29,,,,
7978,SWZ,2005,22.28,1.0,0.0,0.0,2.0
7979,ECU,2005,22.42,0.0,0.0,0.0,2.0
7981,IRQ,2005,23.35,1.0,2.0,0.0,2.0
7982,LCA,2005,23.35,,,,
7983,CAF,2005,23.81,,,,
7985,GUY,2005,24.4,1.0,0.0,0.0,1.0
7986,RUS,2005,24.81,0.0,2.0,1.0,1.0
7992,DOM,2005,27.05,1.0,2.0,0.0,2.0
7993,BLZ,2005,29.35,2.0,1.0,2.0,2.0
7994,VUT,2005,3.0,0.0,0.0,0.0,0.0
8000,MYS,2005,3.08,2.0,2.0,0.0,1.0
8001,BGD,2005,3.11,1.0,1.0,0.0,1.0
8008,EGY,2005,3.32,1.0,1.0,0.0,1.0
8009,JOR,2005,3.25,0.0,2.0,0.0,2.0
8019,UZB,2005,3.48,2.0,0.0,0.0,1.0
8022,LBY,2005,3.64,,,,
8025,ISR,2005,3.65,1.0,2.0,2.0,2.0
8027,NPL,2005,3.71,1.0,0.0,0.0,1.0
8028,GNQ,2005,3.84,,,,
8031,MNE,2005,3.76,1.0,2.0,1.0,2.0
8032,KHM,2005,3.84,0.0,0.0,0.0,0.0
8038,MWI,2005,3.87,1.0,1.0,2.0,2.0
8041,BRA,2005,30.98,2.0,2.0,2.0,2.0
8051,TTO,2005,36.79,2.0,2.0,1.0,2.0
8056,LBN,2005,4.04,,,,
8058,MUS,2005,4.0,,,,
8060,TON,2005,4.09,,,,
8063,ARM,2005,4.13,1.0,2.0,0.0,1.0
8068,GRD,2005,4.19,,,,
8070,IRN,2005,4.17,1.0,1.0,1.0,2.0
8077,IND,2005,4.55,1.0,2.0,1.0,2.0
8082,MMR,2005,4.63,1.0,1.0,1.0,1.0
8083,KEN,2005,4.56,1.0,1.0,0.0,1.0
8084,PRK,2005,4.7,,,,
8085,FSM,2005,4.67,,,,
8091,TLS,2005,4.94,,,,
8094,YEM,2005,4.92,0.0,0.0,0.0,1.0
8098,JAM,2005,42.57,2.0,1.0,1.0,2.0
8099,GTM,2005,43.21,0.0,0.0,0.0,2.0
8101,LSO,2005,45.98,,,,
8102,ZAF,2005,46.07,1.0,1.0,1.0,2.0
8104,VEN,2005,46.57,,,,
8108,WSM,2005,5.05,0.0,0.0,1.0,0.0
8111,ALB,2005,5.12,1.0,2.0,1.0,1.0
8117,BDI,2005,5.37,0.0,0.0,0.0,0.0
8119,TUR,2005,5.4,1.0,2.0,0.0,2.0
8120,TKM,2005,5.37,,,,
8122,SLB,2005,5.45,1.0,0.0,0.0,1.0
8125,IDN,2005,5.59,1.0,1.0,1.0,1.0
8129,MOZ,2005,5.71,1.0,0.0,2.0,1.0
8131,URY,2005,5.65,,,,
8133,RWA,2005,5.79,2.0,2.0,2.0,2.0
8136,CHL,2005,5.88,,,,
8137,ARG,2005,5.93,,,,
8138,HND,2005,51.64,1.0,0.0,1.0,0.0
8140,COL,2005,59.5,0.0,1.0,2.0,2.0
8146,ATG,2005,6.11,,,,
8149,KIR,2005,6.16,1.0,1.0,0.0,1.0
8152,SOM,2005,6.31,,,,
8153,CUB,2005,6.34,2.0,2.0,2.0,2.0
8154,USA,2005,6.34,2.0,2.0,1.0,2.0
8163,GHA,2005,6.56,1.0,1.0,1.0,2.0
8169,BOL,2005,7.03,1.0,0.0,0.0,1.0
8170,BEN,2005,7.14,1.0,0.0,2.0,2.0
8172,PAK,2005,7.15,,,,
8174,STP,2005,7.39,0.0,0.0,0.0,0.0
8175,ZMB,2005,7.4,1.0,1.0,1.0,0.0
8179,SDN,2005,7.5,1.0,0.0,0.0,2.0
8180,PER,2005,7.49,2.0,1.0,1.0,2.0
8185,CRI,2005,7.84,0.0,2.0,2.0,2.0
8187,UKR,2005,7.86,,,,
8188,SLV,2005,70.61,1.0,0.0,1.0,1.0
8194,LAO,2005,8.05,0.0,0.0,0.0,1.0
8195,DJI,2005,8.15,,,,
8200,LBR,2005,8.28,1.0,1.0,1.0,1.0
8201,CPV,2005,8.39,,,,
8202,LKA,2005,8.45,,,,
8203,KGZ,2005,8.45,1.0,1.0,1.0,2.0
8209,MDG,2005,9.0,1.0,0.0,1.0,1.0
8210,TZA,2005,9.02,1.0,0.0,1.0,1.0
8211,SLE,2005,9.09,,,,
8214,GEO,2005,9.19,1.0,0.0,0.0,2.0
8216,GMB,2005,9.26,,,,
8219,SEN,2005,9.44,0.0,0.0,1.0,1.0
8221,BLR,2005,9.39,2.0,2.0,2.0,2.0
8224,AFG,2005,9.62,0.0,-1.0,0.0,1.0
8225,THA,2005,9.59,2.0,2.0,2.0,2.0
8226,ETH,2005,9.61,,,,
8228,COM,2005,9.7,,,,
8230,GAB,2005,9.95,0.0,0.0,0.0,0.0
8231,CMR,2005,9.92,1.0,0.0,0.0,1.0
8232,LTU,2005,9.9,1.0,2.0,0.0,2.0
8233,MEX,2005,9.85,2.0,1.0,2.0,2.0
8244,JPN,2004,0.55,2.0,2.0,-1.0,0.0
8253,DNK,2004,0.7,,,,
8255,OMN,2004,0.77,2.0,2.0,-1.0,2.0
8257,AUT,2004,0.77,2.0,1.0,2.0,2.0
8259,ISL,2004,0.82,2.0,1.0,1.0,1.0
8262,LUX,2004,0.82,,,,
