SpatialDimValueCode,Period,FactValueNumeric
LKA,2013,14.98
BEL,2013,15.38
LVA,2013,16.7
BFA,2013,16.09
CPV,2013,17.46
JPN,2013,16.69
TGO,2013,17.79
MNE,2013,16.34
SVN,2013,16.16
HUN,2013,16.14
VCT,2012,5.31
OMN,2012,4.85
NIC,2012,4.86
MEX,2012,4.95
SDN,2012,5.09
TJK,2012,5.08
MLT,2012,5.1
BTN,2012,5.22
MYS,2012,5.17
TON,2012,5.25
ARE,2012,6.13
BRA,2012,5.29
ITA,2012,5.36
MRT,2012,5.53
LBY,2012,5.55
IRQ,2012,5.58
ESP,2012,5.63
QAT,2012,5.83
DOM,2012,5.8
ISR,2012,5.99
ALB,2012,4.82
CYP,2012,4.9
PAN,2012,3.75
PRY,2012,4.7
AZE,2012,4.31
LTU,2012,29.22
RUS,2012,29.83
LBN,2012,2.99
TUN,2012,3.24
PER,2012,3.32
VEN,2012,3.41
PNG,2012,3.45
MMR,2012,3.54
BHS,2012,3.58
GRC,2012,3.73
EGY,2012,3.83
AFG,2012,6.24
COL,2012,3.81
KIR,2012,32.04
ZWE,2012,33.07
GUY,2012,37.62
HND,2012,3.95
BGD,2012,4.0
TLS,2012,4.28
KHM,2012,6.12
FSM,2012,27.58
IRN,2012,6.16
NGA,2012,8.33
PRT,2012,8.48
COM,2012,8.62
MLI,2012,8.73
LBR,2012,8.73
BGR,2012,8.75
TTO,2012,8.86
NLD,2012,8.88
LUX,2012,8.95
UZB,2012,8.98
ARG,2012,8.96
DEU,2012,8.98
PRK,2012,9.09
MAR,2012,9.15
MUS,2012,9.23
SGP,2012,9.16
DNK,2012,9.82
MDG,2012,9.89
CHL,2012,9.86
NOR,2012,9.94
TZA,2012,8.45
LCA,2012,8.21
CRI,2012,6.34
MKD,2012,8.15
LAO,2012,6.4
BHR,2012,6.44
SAU,2012,6.41
ARM,2012,6.39
SSD,2012,6.71
BOL,2012,6.9
SWZ,2012,66.26
SLV,2012,6.97
THA,2012,7.03
GTM,2012,7.01
YEM,2012,7.21
SYC,2012,7.33
BLZ,2012,7.35
TKM,2012,7.36
GBR,2012,7.36
VNM,2012,7.52
GEO,2012,7.65
BIH,2012,8.11
CHN,2012,8.14
BWA,2012,28.99
ATG,2012,0.0
KAZ,2012,27.33
GHA,2012,12.99
DJI,2012,11.9
USA,2012,12.06
HTI,2012,12.18
SEN,2012,12.2
SWE,2012,12.25
NZL,2012,12.35
ISL,2012,12.53
GIN,2012,12.91
COD,2012,13.01
HRV,2012,13.11
MDA,2012,14.61
CZE,2012,13.05
UGA,2012,13.23
SRB,2012,13.28
FRA,2012,13.36
MWI,2012,13.7
BEN,2012,13.94
GAB,2012,13.97
BDI,2012,14.09
AGO,2012,14.16
SLE,2012,11.84
AUT,2012,11.78
KEN,2012,11.67
IRL,2012,11.67
SUR,2012,26.82
BRB,2012,0.21
GRD,2012,1.64
SYR,2012,1.89
PAK,2012,9.97
CAN,2012,10.07
SVK,2012,10.21
ECU,2012,10.26
ROU,2012,10.34
FJI,2012,10.5
CHE,2012,10.49
AUS,2012,10.48
NPL,2012,10.59
NER,2012,10.58
RWA,2012,10.56
CUB,2012,10.74
GMB,2012,10.8
LSO,2012,102.0
ETH,2012,11.34
NAM,2012,14.5
KGZ,2012,11.92
GNB,2012,14.69
IDN,2012,2.76
LVA,2012,19.39
ERI,2012,19.73
CIV,2012,19.74
JOR,2012,1.96
JAM,2012,2.09
STP,2012,2.24
BRN,2012,2.18
TUR,2012,2.24
KWT,2012,2.31
DZA,2012,2.89
UKR,2012,19.02
MDV,2012,2.88
PHL,2012,2.85
MNG,2012,20.99
VUT,2012,21.94
KOR,2012,24.01
ZAF,2012,24.63
BLR,2012,24.63
MOZ,2012,26.54
WSM,2012,14.75
CMR,2012,19.15
CAF,2012,26.64
ZMB,2012,18.52
URY,2012,16.1
FIN,2012,14.91
IND,2012,15.07
POL,2012,15.29
SOM,2012,15.28
GNQ,2012,15.53
TCD,2012,15.6
SVN,2012,15.9
BFA,2012,16.11
COG,2012,15.5
LKA,2012,16.4
TGO,2012,18.02
BEL,2012,16.42
HUN,2012,18.37
CPV,2012,17.98
SLB,2012,18.39
EST,2012,17.15
MNE,2012,17.06
JPN,2012,17.02
VCT,2011,5.4
TJK,2011,5.06
ESP,2011,5.1
ITA,2011,5.13
BTN,2011,5.21
TON,2011,5.21
MYS,2011,5.24
BRA,2011,5.19
SDN,2011,5.28
MRT,2011,5.34
IRN,2011,6.14
MEX,2011,5.36
IRQ,2011,5.52
OMN,2011,5.47
DOM,2011,5.5
ISR,2011,5.45
MLT,2011,5.73
ARM,2011,5.74
NIC,2011,5.94
MKD,2011,5.91
PRY,2011,4.68
LBY,2011,4.98
BLR,2011,30.16
AZE,2011,4.44
BGD,2011,4.34
TUN,2011,3.29
PNG,2011,3.29
PHL,2011,3.37
PER,2011,3.45
GRC,2011,3.51
EGY,2011,3.69
MMR,2011,3.67
CYP,2011,3.7
COL,2011,3.67
BHS,2011,3.77
VEN,2011,3.81
SAU,2011,6.2
RUS,2011,31.1
LTU,2011,31.85
KIR,2011,32.85
ZWE,2011,34.3
GUY,2011,35.31
PAN,2011,3.95
TLS,2011,4.3
KHM,2011,6.22
BWA,2011,29.09
QAT,2011,6.24
SLV,2011,8.02
ARG,2011,8.42
NLD,2011,8.4
COM,2011,8.53
MUS,2011,8.56
UZB,2011,8.57
MLI,2011,8.68
NGA,2011,8.65
LBR,2011,8.84
CHN,2011,8.84
PRK,2011,9.24
TTO,2011,9.2
TZA,2011,9.32
LUX,2011,9.32
DEU,2011,9.25
MAR,2011,9.49
CAN,2011,9.63
DNK,2011,9.67
ROU,2011,9.86
LSO,2011,91.07
BIH,2011,8.35
PRT,2011,7.94
ARE,2011,6.29
BGR,2011,7.9
AFG,2011,6.42
SSD,2011,6.61
LAO,2011,6.66
CRI,2011,6.7
BHR,2011,6.88
LCA,2011,6.89
SWZ,2011,65.99
BOL,2011,7.05
YEM,2011,7.2
THA,2011,7.17
GEO,2011,7.2
VNM,2011,7.39
GBR,2011,7.42
SYC,2011,7.46
ALB,2011,7.63
GTM,2011,7.63
TKM,2011,7.82
BLZ,2011,7.92
SGP,2011,7.86
LBN,2011,3.06
ATG,2011,0.16
KAZ,2011,28.29
GIN,2011,12.78
DJI,2011,11.84
KEN,2011,11.77
SWE,2011,12.0
USA,2011,12.01
SEN,2011,12.12
KGZ,2011,12.25
AUT,2011,12.28
ETH,2011,12.38
HTI,2011,12.46
CZE,2011,12.9
EST,2011,14.75
GHA,2011,13.11
SRB,2011,13.17
MDA,2011,13.25
COD,2011,13.32
AGO,2011,13.49
FRA,2011,13.59
BEN,2011,14.14
BDI,2011,14.51
UGA,2011,14.47
IRL,2011,11.83
HRV,2011,11.76
SLE,2011,11.74
CUB,2011,11.13
KOR,2011,27.89
BRB,2011,0.64
GRD,2011,1.57
BRN,2011,1.66
SYR,2011,1.8
PAK,2011,10.02
ECU,2011,10.01
MDG,2011,10.15
AUS,2011,10.06
FJI,2011,10.33
NER,2011,10.44
SVK,2011,10.41
CHE,2011,10.51
NPL,2011,10.73
ISL,2011,10.69
RWA,2011,10.93
GMB,2011,10.96
CHL,2011,11.0
NZL,2011,10.99
MWI,2011,14.59
NOR,2011,11.85
WSM,2011,14.79
DZA,2011,2.94
CMR,2011,19.41
CIV,2011,19.61
ZMB,2011,19.82
JOR,2011,1.98
STP,2011,2.11
KWT,2011,2.24
JAM,2011,2.28
TUR,2011,2.28
HND,2011,2.59
MDV,2011,2.88
UKR,2011,18.95
IDN,2011,2.85
ERI,2011,20.16
VUT,2011,21.76
MNG,2011,21.87
ZAF,2011,24.43
MOZ,2011,25.86
SUR,2011,26.02
FSM,2011,27.52
URY,2011,15.02
HUN,2011,18.95
CAF,2011,27.57
SLB,2011,18.54
TCD,2011,15.89
POL,2011,14.98
GNB,2011,15.08
SOM,2011,15.32
COG,2011,15.3
IND,2011,15.5
BFA,2011,15.65
FIN,2011,15.68
GAB,2011,15.78
SVN,2011,15.46
NAM,2011,16.14
TGO,2011,18.12
GNQ,2011,16.64
LVA,2011,18.15
CPV,2011,18.21
JPN,2011,18.43
LKA,2011,17.85
MNE,2011,17.02
BEL,2011,16.71
SDN,2010,5.15
PAN,2010,4.33
AZE,2010,4.53
CYP,2010,4.63
MEX,2010,4.66
BGD,2010,4.82
ITA,2010,4.82
TJK,2010,4.98
BRA,2010,5.0
ESP,2010,5.05
MKD,2010,5.82
BTN,2010,5.24
IRQ,2010,5.34
TON,2010,5.34
MYS,2010,5.3
LBY,2010,5.44
DOM,2010,5.38
NIC,2010,5.37
MRT,2010,5.49
SAU,2010,5.66
GUY,2010,36.37
TLS,2010,4.15
VEN,2010,3.6
ZWE,2010,35.01
RUS,2010,33.01
KOR,2010,27.98
CAF,2010,28.12
KAZ,2010,29.41
BLR,2010,29.89
DZA,2010,3.0
LBN,2010,3.04
MDV,2010,3.05
PNG,2010,3.29
TUN,2010,3.37
EGY,2010,3.62
PER,2010,3.63
ARM,2010,5.86
BHS,2010,3.66
MMR,2010,3.75
PRY,2010,3.82
COL,2010,3.85
BWA,2010,31.2
LTU,2010,31.32
KIR,2010,32.65
IRN,2010,5.78
TZA,2010,9.81
OMN,2010,6.1
NLD,2010,8.06
SGP,2010,8.23
BIH,2010,8.3
UZB,2010,8.3
ARG,2010,8.43
BGR,2010,8.45
MLI,2010,8.69
LBR,2010,8.68
GTM,2010,8.66
TKM,2010,8.65
NGA,2010,8.79
PRT,2010,8.83
DNK,2010,8.92
LSO,2010,86.89
COM,2010,9.01
PRK,2010,9.19
MAR,2010,9.53
DEU,2010,9.5
LUX,2010,9.62
CHN,2010,9.59
BLZ,2010,8.18
SWZ,2010,70.49
KHM,2010,6.34
LCA,2010,7.63
ARE,2010,6.42
QAT,2010,6.39
SLV,2010,6.4
SSD,2010,6.64
MLT,2010,6.63
ISR,2010,6.56
AFG,2010,6.67
LAO,2010,6.8
CRI,2010,6.76
BOL,2010,7.0
GEO,2010,6.98
GBR,2010,6.95
BHR,2010,7.16
VNM,2010,7.3
THA,2010,7.29
YEM,2010,7.35
SYC,2010,7.42
MUS,2010,7.37
ALB,2010,7.63
SUR,2010,27.42
FSM,2010,26.99
ZAF,2010,26.92
SRB,2010,12.42
USA,2010,11.72
DJI,2010,11.72
ISL,2010,11.79
CZE,2010,11.93
KEN,2010,11.85
NZL,2010,12.02
SWE,2010,12.01
AUT,2010,12.21
SLE,2010,12.16
KGZ,2010,12.39
URY,2010,14.26
SEN,2010,12.37
GIN,2010,12.47
ETH,2010,13.1
HRV,2010,13.2
HTI,2010,13.2
GHA,2010,13.26
COD,2010,13.5
FRA,2010,13.89
BEN,2010,14.14
CUB,2010,11.45
IRL,2010,11.17
SVK,2010,11.14
CHL,2010,11.01
MOZ,2010,25.31
ATG,2010,0.13
GRD,2010,0.73
BRN,2010,1.14
BRB,2010,1.22
SYR,2010,1.81
FJI,2010,10.12
PAK,2010,10.16
MDG,2010,10.18
ECU,2010,10.18
CAN,2010,10.26
NER,2010,10.39
AUS,2010,10.41
NPL,2010,10.52
CHE,2010,10.54
GMB,2010,10.64
TTO,2010,10.59
ROU,2010,10.71
NOR,2010,10.89
AGO,2010,14.21
RWA,2010,11.5
UGA,2010,14.64
HND,2010,2.66
JPN,2010,18.81
HUN,2010,19.17
CMR,2010,19.51
ZMB,2010,19.71
JAM,2010,1.97
JOR,2010,2.02
STP,2010,2.18
KWT,2010,2.43
TUR,2010,2.47
GRC,2010,2.72
LVA,2010,18.59
VCT,2010,2.88
IDN,2010,2.92
PHL,2010,2.89
CIV,2010,20.01
UKR,2010,20.17
ERI,2010,20.53
LKA,2010,21.87
VUT,2010,22.15
WSM,2010,14.83
SLB,2010,18.6
MNG,2010,22.4
CPV,2010,18.44
COG,2010,15.79
BDI,2010,14.92
GNQ,2010,15.27
EST,2010,15.42
SOM,2010,15.38
GNB,2010,15.39
IND,2010,15.56
SVN,2010,15.56
GAB,2010,15.77
POL,2010,15.51
BFA,2010,15.82
BEL,2010,16.52
MWI,2010,16.03
NAM,2010,17.99
MDA,2010,17.64
TGO,2010,18.2
MNE,2010,16.52
FIN,2010,16.44
TCD,2010,15.97
BGD,2009,5.06
COL,2009,4.15
TLS,2009,4.41
AZE,2009,4.64
PRY,2009,4.74
MEX,2009,4.81
TJK,2009,4.9
ITA,2009,4.87
IRQ,2009,5.13
TON,2009,5.06
CRI,2009,5.55
PAN,2009,5.06
SDN,2009,5.22
SAU,2009,5.23
BRA,2009,5.19
BTN,2009,5.38
NIC,2009,5.47
MYS,2009,5.47
MRT,2009,5.56
DOM,2009,5.63
CYP,2009,3.99
ARM,2009,4.06
VEN,2009,3.4
GUY,2009,36.31
ZWE,2009,35.24
KOR,2009,28.78
ZAF,2009,29.24
KAZ,2009,29.61
LBN,2009,3.04
IDN,2009,2.98
DZA,2009,3.15
PNG,2009,3.15
MDV,2009,3.29
TUN,2009,3.43
PER,2009,3.44
BHS,2009,3.39
LBY,2009,5.65
EGY,2009,3.55
MMR,2009,3.88
BLR,2009,30.41
BWA,2009,32.13
KIR,2009,32.95
LTU,2009,33.09
RUS,2009,33.32
ESP,2009,5.62
FSM,2009,27.02
IRN,2009,5.71
MKD,2009,8.11
ARG,2009,8.35
BIH,2009,8.54
BGR,2009,8.51
COM,2009,8.55
LBR,2009,8.58
MUS,2009,8.6
PRT,2009,8.65
MLI,2009,8.87
LUX,2009,8.9
LSO,2009,84.63
NGA,2009,8.97
SLV,2009,8.95
SGP,2009,9.03
PRK,2009,9.13
DEU,2009,9.13
GTM,2009,9.46
TKM,2009,9.6
MAR,2009,9.66
DNK,2009,9.81
UZB,2009,8.22
ALB,2009,7.96
ISR,2009,5.91
SWZ,2009,75.15
OMN,2009,6.02
MLT,2009,6.12
KHM,2009,6.39
ARE,2009,6.58
SSD,2009,6.71
QAT,2009,6.73
AFG,2009,6.84
BOL,2009,6.99
LAO,2009,6.99
LCA,2009,7.02
GBR,2009,7.15
VNM,2009,7.31
SYC,2009,7.29
THA,2009,7.27
GEO,2009,7.36
BLZ,2009,7.48
YEM,2009,7.63
BHR,2009,7.65
NLD,2009,7.78
CAF,2009,28.53
ATG,2009,0.0
SUR,2009,26.53
KGZ,2009,12.82
CZE,2009,11.83
AUT,2009,11.89
SLE,2009,11.93
GIN,2009,11.88
CHE,2009,12.1
CHL,2009,12.12
RWA,2009,12.06
KEN,2009,12.13
SEN,2009,12.39
HTI,2009,12.76
GNQ,2009,13.89
ISL,2009,12.88
WSM,2009,13.01
GHA,2009,13.03
SWE,2009,13.09
HRV,2009,13.24
IRL,2009,13.3
URY,2009,13.37
COD,2009,13.64
AGO,2009,13.65
DJI,2009,11.47
USA,2009,11.42
NOR,2009,11.37
CUB,2009,11.08
GRD,2009,0.52
BRB,2009,1.13
BRN,2009,1.58
SYR,2009,1.79
ROU,2009,10.04
AUS,2009,10.01
CHN,2009,10.09
NER,2009,10.23
MDG,2009,10.21
FJI,2009,10.16
CAN,2009,10.24
PAK,2009,10.3
TTO,2009,10.42
NPL,2009,10.46
SVK,2009,10.54
TZA,2009,10.57
ECU,2009,10.76
GMB,2009,10.88
NZL,2009,10.94
ETH,2009,13.67
MOZ,2009,24.64
FRA,2009,14.08
SLB,2009,18.7
EST,2009,19.21
CIV,2009,19.41
HUN,2009,19.54
JPN,2009,19.49
JOR,2009,2.09
STP,2009,2.25
JAM,2009,2.39
TUR,2009,2.47
VCT,2009,2.69
KWT,2009,2.68
PHL,2009,2.78
GRC,2009,2.87
CMR,2009,19.97
ERI,2009,20.86
LVA,2009,21.67
UKR,2009,21.81
VUT,2009,22.48
MNG,2009,22.69
LKA,2009,22.72
ZMB,2009,19.02
HND,2009,2.72
TGO,2009,18.47
GAB,2009,15.89
CPV,2009,18.44
SRB,2009,14.8
BDI,2009,15.22
UGA,2009,15.48
IND,2009,15.59
GNB,2009,15.64
BFA,2009,15.7
TCD,2009,15.8
MWI,2009,15.87
BEN,2009,14.24
SOM,2009,15.95
MDA,2009,17.07
POL,2009,16.11
FIN,2009,17.89
MNE,2009,17.23
NAM,2009,18.42
SVN,2009,16.78
BEL,2009,16.71
COG,2009,16.3
ITA,2008,4.85
VCT,2008,4.33
COL,2008,4.27
MEX,2008,4.58
TON,2008,4.71
AZE,2008,4.79
ARM,2008,4.23
IRQ,2008,4.86
TJK,2008,4.86
SAU,2008,4.88
BGD,2008,5.25
ISR,2008,5.06
SDN,2008,5.19
BRA,2008,5.22
LBY,2008,5.41
MYS,2008,5.43
BTN,2008,5.52
CRI,2008,5.49
MRT,2008,5.55
BWA,2008,36.06
DOM,2008,5.61
FSM,2008,27.0
RUS,2008,35.38
EGY,2008,3.51
CYP,2008,5.55
CAF,2008,27.29
ZAF,2008,29.43
LBN,2008,3.01
IDN,2008,3.06
DZA,2008,3.31
PNG,2008,3.28
TLS,2008,3.42
BHS,2008,3.4
TUN,2008,3.47
KAZ,2008,33.76
MDV,2008,3.49
VEN,2008,3.74
MMR,2008,3.91
PRY,2008,3.93
BLR,2008,30.58
ZWE,2008,31.7
LTU,2008,32.65
KIR,2008,33.45
GUY,2008,33.68
NIC,2008,5.57
YEM,2008,7.81
MLT,2008,5.55
SWZ,2008,75.82
ALB,2008,8.09
BHR,2008,8.28
LBR,2008,8.62
PRT,2008,8.6
ARG,2008,8.59
BIH,2008,8.72
SGP,2008,8.78
MLI,2008,8.86
UZB,2008,8.9
COM,2008,8.99
NGA,2008,9.14
DEU,2008,9.06
PRK,2008,9.2
BGR,2008,9.19
ROU,2008,9.53
MAR,2008,9.76
GTM,2008,9.87
CAN,2008,9.88
UKR,2008,25.9
LSO,2008,77.79
LCA,2008,7.89
PAN,2008,5.61
MKD,2008,7.93
BLZ,2008,5.7
IRN,2008,5.74
ESP,2008,5.78
OMN,2008,6.32
MUS,2008,6.44
GEO,2008,6.52
KHM,2008,6.65
ARE,2008,6.69
QAT,2008,6.78
SSD,2008,6.86
BOL,2008,7.01
LAO,2008,7.21
AFG,2008,7.17
SLV,2008,7.28
GBR,2008,7.26
VNM,2008,7.35
THA,2008,7.42
NLD,2008,7.44
SYC,2008,7.71
SUR,2008,26.7
KOR,2008,24.38
ATG,2008,0.25
KEN,2008,12.77
GIN,2008,11.75
TKM,2008,11.69
CHL,2008,11.76
SLE,2008,11.83
NZL,2008,11.9
SWE,2008,12.36
HTI,2008,12.59
SEN,2008,12.66
TTO,2008,12.77
RWA,2008,12.94
BEN,2008,13.97
GHA,2008,12.86
KGZ,2008,13.21
ISL,2008,13.35
HRV,2008,13.36
COD,2008,13.41
URY,2008,13.51
CHE,2008,13.48
GNQ,2008,13.95
SRB,2008,13.99
IRL,2008,11.45
DJI,2008,11.44
USA,2008,11.4
CZE,2008,11.33
MOZ,2008,23.08
BRB,2008,0.72
SYR,2008,1.81
BRN,2008,1.81
DNK,2008,10.04
NER,2008,10.14
NPL,2008,10.21
FJI,2008,10.2
MDG,2008,10.3
CUB,2008,10.39
AUS,2008,10.45
PAK,2008,10.54
SVK,2008,10.5
CHN,2008,10.59
NOR,2008,10.63
ECU,2008,10.83
LUX,2008,10.81
TZA,2008,11.03
GMB,2008,11.2
FRA,2008,13.96
AUT,2008,11.67
ETH,2008,14.24
PHL,2008,2.36
CIV,2008,19.0
ZMB,2008,19.01
JPN,2008,19.03
HUN,2008,19.13
NAM,2008,19.66
GRD,2008,2.05
JOR,2008,2.22
JAM,2008,2.29
STP,2008,2.37
TUR,2008,2.47
SLB,2008,18.73
GRC,2008,2.63
HND,2008,2.84
PER,2008,2.89
KWT,2008,2.92
CMR,2008,20.12
ERI,2008,21.27
VUT,2008,21.7
LVA,2008,21.66
POL,2008,14.41
TGO,2008,18.89
MNG,2008,22.9
CPV,2008,18.3
COG,2008,15.96
WSM,2008,14.94
MWI,2008,15.23
AGO,2008,15.27
GNB,2008,15.51
SVN,2008,15.63
BDI,2008,15.66
BFA,2008,15.69
SOM,2008,16.01
TCD,2008,15.67
UGA,2008,16.07
GAB,2008,17.34
EST,2008,16.24
LKA,2008,17.47
MNE,2008,17.32
FIN,2008,18.12
MDA,2008,16.84
BEL,2008,16.58
IND,2008,16.32
ARM,2007,5.02
COL,2007,4.25
MEX,2007,4.3
SAU,2007,4.61
MLT,2007,4.58
ITA,2007,4.7
TON,2007,4.8
TJK,2007,4.81
AZE,2007,5.0
IRQ,2007,5.02
BGD,2007,5.48
LBY,2007,5.11
BRA,2007,5.05
SDN,2007,5.23
GEO,2007,5.18
PAN,2007,5.15
ISR,2007,5.17
MYS,2007,5.33
NIC,2007,5.4
ESP,2007,5.4
MMR,2007,4.23
PRY,2007,4.16
TUN,2007,3.57
VEN,2007,4.04
BWA,2007,37.45
SUR,2007,27.01
ZWE,2007,27.23
ZAF,2007,27.42
CAF,2007,27.7
LTU,2007,29.87
LBN,2007,2.99
IDN,2007,3.15
PNG,2007,3.33
BHS,2007,3.32
EGY,2007,3.51
DZA,2007,3.46
MRT,2007,5.71
MDV,2007,3.57
TLS,2007,3.68
BLR,2007,30.91
KIR,2007,32.84
GUY,2007,35.06
RUS,2007,36.26
KAZ,2007,37.21
CRI,2007,5.64
UKR,2007,26.37
BTN,2007,5.67
ARG,2007,8.17
PRT,2007,8.33
SLV,2007,8.48
BGR,2007,8.57
MLI,2007,8.74
LBR,2007,8.73
BHR,2007,8.72
COM,2007,8.86
PRK,2007,8.93
DEU,2007,8.94
NGA,2007,9.22
UZB,2007,9.25
BIH,2007,9.36
SGP,2007,9.37
ROU,2007,9.44
DNK,2007,9.5
AUS,2007,9.82
MAR,2007,9.86
CUB,2007,9.92
CAN,2007,9.86
VCT,2007,8.25
MKD,2007,8.07
DOM,2007,5.69
ALB,2007,8.05
IRN,2007,5.98
OMN,2007,6.52
BLZ,2007,6.69
GBR,2007,6.71
ARE,2007,6.82
KHM,2007,6.89
LSO,2007,61.27
SSD,2007,7.0
NLD,2007,7.06
BOL,2007,7.17
VNM,2007,7.21
QAT,2007,7.15
LCA,2007,7.15
LAO,2007,7.35
AFG,2007,7.42
SYC,2007,7.55
YEM,2007,7.73
THA,2007,7.74
SWZ,2007,74.12
FSM,2007,27.0
ATG,2007,0.33
NAM,2007,23.74
KEN,2007,13.01
NZL,2007,11.72
SLE,2007,11.67
GIN,2007,11.66
SVK,2007,11.73
SWE,2007,11.9
AUT,2007,12.16
GHA,2007,12.42
SEN,2007,12.53
HTI,2007,12.58
POL,2007,13.27
SRB,2007,14.43
HRV,2007,13.38
COD,2007,13.42
ISL,2007,13.49
TKM,2007,13.6
KGZ,2007,13.75
RWA,2007,13.67
FRA,2007,13.78
CHE,2007,13.99
GNQ,2007,14.18
CZE,2007,11.25
LUX,2007,11.22
GMB,2007,11.23
USA,2007,11.19
KOR,2007,23.24
BRB,2007,1.26
SYR,2007,1.77
JAM,2007,1.85
GRD,2007,1.89
NPL,2007,9.97
MUS,2007,9.96
FJI,2007,10.05
NER,2007,10.25
MDG,2007,10.38
TZA,2007,10.43
GTM,2007,10.36
ECU,2007,10.54
TTO,2007,10.5
CHL,2007,10.65
NOR,2007,10.55
PAK,2007,10.73
IRL,2007,10.76
CHN,2007,11.1
BEN,2007,14.34
DJI,2007,11.5
ETH,2007,14.52
KWT,2007,2.59
TGO,2007,19.05
JPN,2007,19.14
ZMB,2007,19.84
BRN,2007,2.21
PHL,2007,2.19
STP,2007,2.42
JOR,2007,2.37
GRC,2007,2.45
TUR,2007,2.6
PER,2007,2.82
SLB,2007,18.06
CYP,2007,2.82
HND,2007,2.92
LKA,2007,20.08
CIV,2007,20.26
CMR,2007,20.4
ERI,2007,20.83
MOZ,2007,21.76
VUT,2007,21.96
AGO,2007,15.02
HUN,2007,18.89
MNG,2007,23.0
CPV,2007,18.15
GAB,2007,16.0
BEL,2007,15.08
WSM,2007,15.1
MDA,2007,15.28
MWI,2007,15.37
GNB,2007,15.46
BFA,2007,15.89
SOM,2007,15.85
TCD,2007,15.91
URY,2007,15.79
BDI,2007,16.48
FIN,2007,16.98
COG,2007,16.59
MNE,2007,17.57
EST,2007,17.47
UGA,2007,17.68
SVN,2007,17.02
LVA,2007,17.0
IND,2007,16.69
SDN,2006,5.3
PRY,2006,4.6
TON,2006,4.73
TJK,2006,4.74
ITA,2006,4.68
AZE,2006,4.85
GRD,2006,4.94
BRA,2006,4.9
BWA,2006,40.94
IRQ,2006,5.15
MRT,2006,5.75
NIC,2006,5.27
GEO,2006,5.34
ARM,2006,5.36
MYS,2006,5.47
ISR,2006,5.47
BGD,2006,5.6
DOM,2006,5.61
ESP,2006,5.57
IRN,2006,5.68
MMR,2006,4.44
LBY,2006,4.48
TLS,2006,3.9
MEX,2006,4.25
COL,2006,4.3
CAF,2006,28.14
LTU,2006,29.73
HND,2006,2.97
PNG,2006,3.19
IDN,2006,3.22
CYP,2006,3.22
EGY,2006,3.56
BHS,2006,3.57
TUN,2006,3.65
DZA,2006,3.65
MDV,2006,3.77
BTN,2006,5.85
KIR,2006,31.46
BLR,2006,34.76
GUY,2006,34.96
KAZ,2006,37.23
RUS,2006,39.07
SAU,2006,4.33
VEN,2006,4.29
MLT,2006,5.83
SUR,2006,27.29
LSO,2006,55.36
THA,2006,8.26
LBR,2006,8.45
MKD,2006,8.47
ARG,2006,8.53
MLI,2006,8.65
BIH,2006,8.77
PRK,2006,8.95
MUS,2006,8.99
COM,2006,9.06
NGA,2006,9.16
DEU,2006,9.25
BGR,2006,9.46
AUS,2006,9.53
UZB,2006,9.59
CAN,2006,9.56
NPL,2006,9.74
CHL,2006,9.72
MAR,2006,9.87
FJI,2006,9.86
SGP,2006,9.9
CRI,2006,8.43
NLD,2006,8.08
PAN,2006,5.97
SYC,2006,8.11
QAT,2006,6.12
VCT,2006,6.16
OMN,2006,6.45
KHM,2006,6.9
ARE,2006,6.92
GBR,2006,6.89
SWZ,2006,64.93
BOL,2006,7.0
VNM,2006,7.04
SLV,2006,6.99
SSD,2006,7.08
BLZ,2006,7.19
LAO,2006,7.58
AFG,2006,7.56
LCA,2006,7.68
YEM,2006,7.82
BHR,2006,7.83
ALB,2006,7.83
PRT,2006,7.93
FSM,2006,27.37
ATG,2006,0.44
ZAF,2006,26.54
HRV,2006,13.7
HTI,2006,12.12
SVK,2006,12.23
GHA,2006,12.35
AUT,2006,12.49
NZL,2006,12.63
KEN,2006,12.68
LUX,2006,12.77
SEN,2006,13.03
GTM,2006,13.31
URY,2006,13.79
SRB,2006,15.0
CHE,2006,13.9
COD,2006,13.89
RWA,2006,14.31
KGZ,2006,14.38
FRA,2006,14.36
GNQ,2006,14.41
POL,2006,14.49
BEN,2006,14.57
MWI,2006,14.83
CHN,2006,11.88
SLE,2006,11.67
DJI,2006,11.72
NOR,2006,11.65
UKR,2006,25.6
BRB,2006,1.33
JAM,2006,1.63
SYR,2006,1.75
NER,2006,10.09
IRL,2006,10.22
TZA,2006,10.26
ECU,2006,10.39
MDG,2006,10.61
ROU,2006,10.63
CUB,2006,10.63
TTO,2006,10.69
USA,2006,10.96
PAK,2006,11.0
GIN,2006,11.07
DNK,2006,11.2
ISL,2006,11.26
GMB,2006,11.37
CZE,2006,11.47
ETH,2006,14.85
SWE,2006,12.08
WSM,2006,15.25
CIV,2006,20.47
BRN,2006,2.43
PHL,2006,2.45
JOR,2006,2.56
LBN,2006,2.67
KWT,2006,2.72
TUR,2006,2.79
PER,2006,2.89
GRC,2006,2.9
UGA,2006,20.15
KOR,2006,20.78
HUN,2006,19.22
CMR,2006,20.92
SVN,2006,20.97
ERI,2006,21.16
MOZ,2006,21.62
ZMB,2006,21.82
ZWE,2006,21.97
VUT,2006,22.18
MNG,2006,23.37
TKM,2006,15.51
STP,2006,2.23
NAM,2006,24.52
MNE,2006,19.17
IND,2006,17.14
